,pos_x [m],pos_y [m],theta [°],c [m],r [m/m],n
0,0.09094414888369141,0.04268402931539085,152.0607771773239,0.03700546566757815,0.7566249468005919,1.0
1,0.07644242509271232,0.081562781556519,171.56197862002492,0.06287808039277566,0.281153093458392,3.0
2,0.11003740140174309,0.0968736063548635,39.57332745677428,0.03312928462363329,0.3981012355101192,3.0
3,0.11088194414436722,0.09162396859765552,178.04095202009773,0.0520165485030332,0.9929992314391085,4.0
4,0.10205932686400879,0.14232166913271785,49.12978936554936,0.035738450272228724,0.892403885851724,1.0
5,0.07616303574195171,0.08543508266919177,107.76013325801588,0.06652188599869126,0.5123975425024732,3.0
6,0.04581075810735026,0.13114063324970468,33.81125320175221,0.0685409189591518,0.22485837390033847,4.0
7,0.08743943337620239,0.14310479535014778,124.35404797295288,0.044573624985657166,0.7133149405086159,4.0
8,0.13464511203035404,0.05691406965318971,36.082037085190706,0.03363339133025431,0.5730195182203736,2.0
9,0.1268275960264339,0.07979527537907484,58.922857608043714,0.032599622362398356,0.7442997286762301,1.0
10,0.14450138036329827,0.07837615980917484,53.080319644662936,0.048488701606089965,0.2532851616028715,2.0
11,0.11094321884531386,0.06904319936607901,49.17227008942794,0.061974071727084065,0.6169281352150391,2.0
12,0.054902051403219757,0.06441412162230487,62.00359727796646,0.026995633556338487,0.7199988895534761,2.0
13,0.09935402104589586,0.15760241765765015,174.1879882711274,0.07244584141458442,0.9543468380331694,4.0
14,0.08758415872855739,0.07192146445231935,125.85247521682655,0.04499118691833474,0.6722089719350264,4.0
15,0.08674046596630738,0.15935498763414668,36.593185775751635,0.02460589732320382,0.49333079291464765,3.0
16,0.058438409133949876,0.14668081427827886,116.45190602184715,0.06566515435599096,0.8885988781834476,1.0
17,0.11212053081714313,0.08095971322313536,81.6100477682398,0.06368204205793362,0.5117937464587949,1.0
18,0.12574596517517214,0.05919571362535517,103.92130575329571,0.051088097912266595,0.9170895006431343,3.0
19,0.061464302735976944,0.143407949315335,165.7788649669392,0.059558696975789804,0.43565320283708087,4.0
20,0.11323664344348061,0.09815899699874121,119.29292817556595,0.042715964737409295,0.6968633998326864,2.0
21,0.12435370647178257,0.08466932262200298,33.77837930127782,0.04583919738675173,0.7507912171536788,4.0
22,0.05094695446278988,0.07785625793743954,99.32809176639196,0.021976074725206268,0.27263236388742595,1.0
23,0.12368480095357186,0.07745586237064447,10.109818112821301,0.04019191419346254,0.5305531338244792,3.0
24,0.12548820202151995,0.10052326070801333,141.35446116271237,0.020305731462768963,0.66583120334058,4.0
25,0.14628986623961535,0.11375300064837218,21.91690669113092,0.031936341025933575,0.6722962525912404,3.0
26,0.08766355769664382,0.15984637415213546,124.63866556212994,0.03643016365110832,0.5826134416409352,2.0
27,0.09391247525744986,0.06623226964977913,85.15756853633843,0.023739574827198184,0.33082185456178204,3.0
28,0.14165839225053534,0.08506691378063193,120.16234660806683,0.035220730292446524,0.7200041220278828,4.0
29,0.04197571356734359,0.08166020021155282,16.521759486742354,0.03528574738534197,0.848899671765153,1.0
30,0.09177988104427973,0.1337253878716524,85.97005587745684,0.028610949391760343,0.9893316467788897,3.0
31,0.06923144863176442,0.1003625926640477,69.28957610382903,0.06427848216062486,0.4867174809209185,2.0
32,0.11435782349710971,0.040476319971282745,18.78683989452145,0.06038329859492023,0.9304591971150356,1.0
33,0.1584469715864587,0.12484343627464084,51.36732192449742,0.031220459739413287,0.8574209647682907,4.0
34,0.10522540473196876,0.041323035667526806,80.96187141251256,0.04383056702860025,0.43208913813063365,2.0
35,0.08391682462692848,0.04121673937494842,69.65818316634406,0.021681245721617615,0.8310671377081855,4.0
36,0.1099294549300128,0.12441980452765133,120.65875831629768,0.02436265580097057,0.6522633293495503,3.0
37,0.10480608174215125,0.04508155008614534,62.6274909625065,0.062463153729174485,0.9662362252550213,2.0
38,0.12596395037963679,0.13154671355554431,169.82269141835872,0.03217192710021887,0.7901903739434577,1.0
39,0.053267272693088716,0.15165849937932643,35.52996496830062,0.06699305853479375,0.20627185554317906,2.0
40,0.15698878306376066,0.0672671299901477,7.589956786236144,0.05669509045140168,0.23702395310544622,4.0
41,0.14761425293944683,0.10657746956743852,148.74536465362874,0.06251397212974094,0.3299021470374296,4.0
42,0.15654439616636193,0.13761511047190458,90.08535400678346,0.03941375467945985,0.3104561107358227,1.0
43,0.12093232924748834,0.15913803928563192,26.035257966589114,0.05521070016648096,0.7118486829161714,4.0
44,0.12547420841714513,0.15614535870444982,153.7617170488773,0.028676207517804128,0.5354624243600292,3.0
45,0.14346915579007855,0.07136874508692517,26.647803902761865,0.06242193780877123,0.42688078767397386,1.0
46,0.06525348304130793,0.1583057021953208,54.711617453086845,0.03174467649587172,0.5037732993101297,2.0
47,0.14622193595986047,0.13184634175986323,26.671797869529087,0.04958540142996802,0.4024960507765927,4.0
48,0.14659226784688867,0.10046989502782021,34.7127764234026,0.04926877728530961,0.6537672226873371,4.0
49,0.07609339282952053,0.08747327975527769,123.5038503988763,0.048676070294061936,0.3836126159352631,1.0
50,0.09910957335509762,0.06554202214596128,7.511443387270646,0.0619402593704785,0.36340417392015345,4.0
51,0.051000940290018754,0.15192251858428904,9.795749889329215,0.032098003265451286,0.3234286678704149,4.0
52,0.07360690621771275,0.09840029561644646,118.35346494609674,0.07201240786483921,0.6519221424836195,4.0
53,0.05176405503762718,0.07274067009001269,102.44289103265069,0.05085679613538684,0.46250058407426164,2.0
54,0.12387847660962722,0.10814531672124378,173.48800441773,0.07560195353296076,0.5350024093102268,2.0
55,0.1018813730774091,0.14172106335106782,122.88756622916986,0.029168973744515304,0.2974090725035672,3.0
56,0.04395442413806923,0.056264775067319445,82.49348555252797,0.0560913612462559,0.9502785029827241,1.0
57,0.10087298826394117,0.04612431059336723,17.555459857036453,0.05942402637302841,0.9860763798687776,2.0
58,0.1254519818093318,0.08553066155058543,139.7920600737609,0.026578554449107596,0.28466184556550145,1.0
59,0.09138500881169505,0.04552732608367904,109.61189654593203,0.042911482113878664,0.6755473755109261,1.0
60,0.13507697484827924,0.05576055466698435,94.37477695985264,0.033582144212782584,0.40249767140033066,2.0
61,0.07941941469767051,0.08188779871616245,74.14241665602303,0.03622822030068345,0.4297628843723572,2.0
62,0.07538949601323697,0.07148275347620524,109.80340479907542,0.02753757847156841,0.9987645064347046,2.0
63,0.07483441497738416,0.08469249537035324,112.85868317903734,0.0770648734998291,0.9177748829786342,1.0
64,0.04317289816052268,0.05845793104963323,94.4858078786823,0.04713411244019411,0.5240060606187016,2.0
65,0.1388490297671706,0.1367701237263625,162.18325518483041,0.025242859113766968,0.5471098569456376,2.0
66,0.11764206058568445,0.11750749116424103,133.73072357111778,0.06565611627005866,0.6348093583778802,2.0
67,0.09532477910596271,0.12285261378676435,165.71125775846676,0.07099535615390198,0.6145204189283218,2.0
68,0.08109436236079362,0.10740254374148711,30.849491923122656,0.07882662214286294,0.9298453545083245,1.0
69,0.08162026199735571,0.10630443738253884,84.06832697186339,0.05997161086058745,0.3122861045383941,4.0
70,0.14518513668632407,0.1387807423786246,16.93803710254784,0.048400775147477315,0.6088599919629911,3.0
71,0.126829907454304,0.08546943551518607,88.95323759935029,0.031609846848978766,0.8049777425411445,1.0
72,0.14365429453645084,0.15108890642539388,174.88498201483543,0.07239794680163421,0.27948755435333383,1.0
73,0.13795274553225415,0.12870803148344273,10.84726728353175,0.03885562774034502,0.5485202121920215,3.0
74,0.07263784107845106,0.15169144802875165,92.99375455345167,0.07042110658156714,0.7641207979641622,2.0
75,0.10504079460421095,0.12444649410830365,173.72937306162,0.06720631960578424,0.3923599402510135,3.0
76,0.0536334218403227,0.13694455705383965,179.63510355819213,0.07667868909229673,0.3827903995116172,3.0
77,0.13535925514641503,0.15566881056600196,19.272231237696417,0.035170103377116825,0.7343030734696068,1.0
78,0.14741649233490942,0.12814419377502492,151.47573347230156,0.06095197711985538,0.3346867715966563,2.0
79,0.09538882991678271,0.060433740168786304,52.6711697866467,0.04741796986312945,0.5588437754683941,4.0
80,0.09415903509414827,0.09999000274297198,30.236089469012057,0.06288074702453379,0.30712809479526415,1.0
81,0.11299093504935416,0.10178193772422267,40.952542248428074,0.0741428201698859,0.9047606863111384,2.0
82,0.14496881159797168,0.051911489021438106,43.93284478411516,0.05469222949910353,0.5773121501616088,4.0
83,0.0955041332940715,0.13544976153280586,3.249122841588161,0.0619168068837173,0.6852512872272292,1.0
84,0.10738158252206512,0.1427451231316805,143.08075117913376,0.06147184959514906,0.47028604129363294,1.0
85,0.07245286725284587,0.15679092731720698,65.59261153259168,0.06333723410334918,0.35634538163191354,3.0
86,0.07410393516308106,0.09289164610422189,23.19876670141545,0.04156414747221849,0.5408626618714174,3.0
87,0.08874117335566681,0.08835924620049931,66.02491525232895,0.07720707182158998,0.3515227806266613,4.0
88,0.07346087734851192,0.061114347229170765,110.11464368331433,0.03170974278630409,0.21097349469589066,4.0
89,0.04225927577098046,0.15835310530973828,125.2574034694214,0.041004769495834946,0.6635445626281313,1.0
90,0.12219106273815294,0.15561298227930967,140.85971510034295,0.04238594583235695,0.6164905365947178,4.0
91,0.11992671264754853,0.11142334256118933,175.17288353635763,0.04057887449868679,0.8146299898256633,3.0
92,0.14547135644246406,0.05612731994121753,107.4075495774664,0.06822350227172526,0.8496960871051766,3.0
93,0.09136117626382109,0.1376720082442066,148.31283200754447,0.07226109101690308,0.6949235423765756,3.0
94,0.12083557369199505,0.10590716310788328,35.85826243610998,0.07604499032674682,0.872966936871007,3.0
95,0.13374954531126929,0.13727445291878884,142.18138473067194,0.05971850151758082,0.34106673170436297,4.0
96,0.053292788020083096,0.07372100485610424,139.87293583679218,0.033368276324500595,0.5471484721671982,1.0
97,0.09374573539887751,0.07720416157831973,176.058937312168,0.05901898083886793,0.32053805989354966,2.0
98,0.04850569877994258,0.08169783722802643,121.76370180414636,0.049932818682844604,0.21719704544449991,3.0
99,0.04127288605020675,0.07318203988993134,144.99532861032498,0.0675320825471197,0.685547247787637,4.0
100,0.12433505008935146,0.11141764383458873,125.14421016696468,0.04748073995250674,0.40167348883199805,2.0
