,pos_x [m],pos_y [m],theta_z [°],c [m],r [m/m],pos_z [m],theta_y [°]
0,0.05398630680091891,0.09941826878710289,21.77261278858967,0.029013046552373092,0.235320792938986,0.0062923354600312575,0.7573907859817979
1,0.06270218659451685,0.06276447018080988,168.49975165780143,0.026860139670557504,0.23906598477304078,0.006328627837557833,-2.0927993043069577
2,0.0464864884172088,0.06469413926296692,129.59291815603646,0.02317534344441993,0.2302224013074755,0.006206074170692759,-6.016951243829281
3,0.10629525394102118,0.14190332080497786,157.58324767963813,0.02699207231487581,0.3376512665539428,0.006279108217256168,5.351440957524098
4,0.12443853968342874,0.1469643648470334,114.48470771974371,0.019424580319143687,0.2857790609482933,0.006120078758028122,-5.400418129437787
5,0.046066921523037124,0.074622197045603,6.789764308319235,0.02355107866737708,0.3199960754260019,0.006145619383872211,7.084180058220318
6,0.15798369693477854,0.0846930700202677,96.07455873899394,0.027849409676464647,0.30028234335275017,0.006086805324898803,4.53571160938446
7,0.08212772663925003,0.1587547134416841,166.7514997780259,0.02757318176486389,0.26906690701976427,0.0060708085497530205,-3.684641719956744
8,0.12076225599191057,0.06800342125260728,97.43688661186012,0.02497470503347294,0.21718255684515134,0.006304009602565613,5.225360730034998
9,0.0655318476135965,0.135870526350239,16.821870120021913,0.017864774588719302,0.3182737534922608,0.006121901252425885,5.960321171558025
10,0.08838829644783215,0.12762142869814186,153.5618700093333,0.026567375413083783,0.2880743309030491,0.006374212202948922,-4.244534050382116
11,0.15662308086794718,0.11028467366541506,152.9995647854715,0.021632981064628597,0.33345629786542746,0.006142919220808581,1.0234619028759253
12,0.128054859646815,0.04052874320357089,175.21230603910092,0.019516511690066678,0.3440671589520254,0.006220311969836621,0.9077368457261397
13,0.15669275109172265,0.0966949776958153,127.57125923296914,0.017902655696929604,0.3031555470864165,0.006486023957447867,-0.344207675986933
14,0.07076279566894052,0.07775350815276294,135.03582084793942,0.02910511422114263,0.22668115862586685,0.00642613593916352,-3.886032521698363
15,0.15539000560765445,0.08745605025685493,176.07783794383658,0.026189923255950858,0.2813822731808199,0.006062553176187702,-3.4179379212591634
16,0.12251342786829705,0.11114756891420022,12.42376870126472,0.019450878794440386,0.2987378631665855,0.006332774992971708,1.6571127236711627
17,0.15655982428003673,0.14893875605710905,173.6831186075444,0.022529638851336367,0.28655035669956125,0.006175143070327022,-3.3215584294789764
18,0.13559739309110755,0.06691310335354146,22.73740481978288,0.029719361180712507,0.3175009433601951,0.00604117920173806,-5.635542287609269
19,0.04598559636858997,0.09511908498850918,125.48291756089375,0.025228282088942313,0.3305758867153682,0.0062786436880256,-2.4597483637305846
20,0.15035454481345,0.09478181447612447,19.10825178170296,0.02625727698134449,0.3198596626712146,0.006090368609943076,4.556113141952123
21,0.1388123111062775,0.055006387465345294,17.973015253761304,0.01939416853835542,0.3495938458070303,0.0061627552086217716,-0.040248205470298615
22,0.11958422059639605,0.11264015025988494,126.75984084782209,0.016308736098173994,0.2670747138622813,0.00618126131911259,1.304789878298025
23,0.13299452591589028,0.1464052926240859,114.90854745098633,0.016460743202700242,0.3172615886677039,0.006328480610424084,-4.350798041338409
24,0.12307333539907546,0.15706944865848385,92.67183952823736,0.021765021309915845,0.3007399971007403,0.006237031471851932,-0.05179285257266297
25,0.14322693213218732,0.10833323645832418,47.08321731355454,0.016142323298746264,0.2734020807829922,0.006337040819531919,6.903497351385401
26,0.10203024434116553,0.08474135749596114,86.28543726608483,0.024743026134571418,0.323276877279584,0.0062982285157144585,2.027341014190534
27,0.040731274443891255,0.05008536216359173,34.54678389924106,0.025041075014454316,0.26370050133488093,0.006240755311393175,4.935306886832746
28,0.05869265847058487,0.11269797320273545,100.18965479121307,0.019168029929907123,0.33817536903948703,0.006016303883171661,-6.960693814995835
29,0.09683365450287217,0.09962361665694097,72.21679019508089,0.019545557444946404,0.329347354903692,0.006211530592618413,-6.964364331749417
30,0.09493421938968004,0.047986292949733333,148.06040469551039,0.02670315759614285,0.24968350954654012,0.0060348727446085555,-7.08418749614593
31,0.07142451265014235,0.11799460821694951,112.39930711444437,0.0274306127018847,0.3223092289028564,0.0060220758534733,-6.365824924218392
32,0.15939985288087544,0.04240298104391306,121.67415346709818,0.02946918808150366,0.233850710918036,0.006336789957612947,6.0844038879448314
33,0.10784666542467498,0.13817925437017495,53.42748856665169,0.020262314970069743,0.3274811765469152,0.006490910207720346,-1.2634036866675942
34,0.04720889010858452,0.044295898240474293,139.27286062210396,0.022863399266493188,0.32086476278557013,0.0064858152745154544,0.9250495308288329
35,0.12302247371545073,0.09447773668875202,98.44748370805375,0.02608417917539222,0.23720545620615352,0.006028010812808626,-6.344187616326179
36,0.1549961257430558,0.15018692650654888,87.41375172211336,0.025878389488074326,0.22515250225048933,0.006334145888348348,-4.036961450688729
37,0.14451812203041547,0.07740613031545318,159.89543289635418,0.0286604097166927,0.2384839738386434,0.006033264036343403,7.334504511806475
38,0.07086635263286224,0.09886260529138624,27.00703546765982,0.02874591409763859,0.20525206640549729,0.006107876403263008,-7.450223843662247
39,0.06085719231211961,0.12565212152378138,104.48988624537294,0.029190152638686465,0.31568955600438603,0.0061867921599964735,-1.7905409436774136
40,0.060021614814470006,0.056507614201158116,80.01273171757049,0.029122976110409687,0.24101883056994589,0.006463234266717318,3.3574157525383983
41,0.14406706555242385,0.13005542054576621,89.53479705015201,0.0206821100292749,0.2779564714802323,0.006084446722282426,2.4788407255083396
42,0.1139882774785933,0.10428019074274167,77.88799810805439,0.02217528785321586,0.3178598084215028,0.006066878995881735,2.3165092451819884
43,0.09690002935037491,0.10179769759971236,92.3724217331129,0.02194332862401211,0.3200879017538864,0.006286324382248293,-4.823035599566362
44,0.13318521926445667,0.10855884715518993,8.150503667931304,0.016224683380221892,0.21646584920841191,0.006037077632820002,-1.7133819640978167
45,0.10967141540710879,0.055029364668816486,118.97403472118032,0.015259521432954249,0.25447488992540157,0.0062540333430231845,3.4223149948810736
46,0.11366857095192553,0.09654205210322966,123.137094459568,0.024605729312973286,0.33803035077547366,0.006167259191473738,4.210373938404189
47,0.053304422530578266,0.1346329665854654,116.08435589294425,0.016053458168232164,0.2482193141654654,0.006256501344271181,3.2537361177807185
48,0.13676910038211468,0.07506955098513181,176.86698422857845,0.02993058551789913,0.30637839635984454,0.006238814258797502,7.435348394438339
49,0.15324702654616934,0.04980008618455495,23.803556083268234,0.023001440020120733,0.29182976939150684,0.006022470208294339,-5.9208871112519486
50,0.10718835743825457,0.09177727490685281,161.58461427413127,0.020010034400541006,0.2874337085549886,0.0063744652012916415,6.198796417615847
51,0.08365001225215328,0.12722590681136142,84.13305252408044,0.028053713404708934,0.25411978718856065,0.006440839532905724,0.7256086866564697
52,0.06417909956233228,0.11492009191512073,53.69836215090909,0.029959526884459686,0.33390978471312427,0.0062410511721947785,-6.67469119148261
53,0.1469243928771315,0.1456343688061437,3.925245534578522,0.019415683667454213,0.3268259475900078,0.006215908677039963,4.211312892152941
54,0.12619861962264683,0.11079170986073215,58.731019860015735,0.02194181341005181,0.2767018135727009,0.0063380823051297115,5.9402386741642745
55,0.08107880853352627,0.05582338104591528,42.65641625978964,0.024068080057890146,0.32593511726353364,0.006398835101434704,0.0037850556927097045
56,0.1527364614141153,0.04781276965164877,98.50979754525851,0.01528178774839728,0.2907963436559841,0.006227337885270368,3.2674888425696818
57,0.13176254887898803,0.09176992900981565,13.415076706539224,0.029150464150996955,0.3321760340917243,0.006482103876983844,-5.796270967962723
58,0.14965702932083688,0.06674177320687541,177.515225240128,0.015334212619173697,0.34463336255326604,0.0063679886728502,-0.22943666674945273
59,0.04540349729475336,0.1374842281507294,1.6618693929802077,0.02527309473513875,0.2335838457360262,0.006150370839416341,0.709152561048839
60,0.14654440562742238,0.08564749232756427,152.59397068371686,0.015155696818911588,0.23638869403783747,0.0064889605247837046,-6.999972166190066
61,0.1564302487905483,0.13087846099568606,94.84535230437508,0.017495199220078278,0.29533264082766836,0.006121619470334227,5.417579989371629
62,0.08340502747971078,0.08664720670719912,32.09757981724161,0.02591589441387229,0.3191179850107097,0.006406043876167245,5.516518918592338
63,0.08699373790444263,0.057677180616713175,103.79050108226068,0.02521638198559117,0.2718596097020291,0.006041922038235677,-1.7506053674026045
64,0.11751215360681025,0.15130289215883141,24.85704860433654,0.01556092892923005,0.26548898955845834,0.0063189626026450285,0.7342677298946896
65,0.11175398066441918,0.06973326523154019,123.67131169790662,0.022850127695175852,0.31239302150998516,0.006057702723139804,-7.433262962747753
66,0.12998293875648315,0.08266718537338089,59.194838369469295,0.029138005505337683,0.23696607470547898,0.006014697312428126,-2.0487060391955065
67,0.1553511787344544,0.04407497525168906,32.256548088378395,0.015836362842113323,0.22161642663708375,0.006225802218099962,3.7370965390570565
68,0.08781781210950929,0.08402166114242621,164.45784627168322,0.027554050112711115,0.24404196018413946,0.006207091997779027,-6.7178494295076
69,0.04541625222350218,0.0737969438911368,179.44284344478305,0.0154699221624017,0.2508504454585284,0.0063420924363092645,1.1085035727062849
70,0.15247357332679426,0.15253258117113347,103.81246528131456,0.029229884450230812,0.2819425955033255,0.006227449470506812,6.362951028928269
71,0.07795576414975106,0.10303462087696769,88.84451530112673,0.02370026834667703,0.3398061561658588,0.006352476765327005,-4.857939982088078
72,0.1430195489769806,0.1378399823302017,69.25735762386068,0.02460224903252231,0.3048130432557824,0.006418132360181029,5.250513781473636
73,0.12285641504118547,0.05506602637147408,154.64481766575946,0.02030336086579435,0.3373626128165583,0.0061884607475499185,0.25275105487670313
74,0.05282581040449691,0.07705042529375608,35.561641199002906,0.016520827562649984,0.3053274714505199,0.006118835085660692,-5.6540354021087005
75,0.05894351104022802,0.06906179890563112,20.980420815442898,0.015853344768035574,0.21595130899844195,0.0064484424834641155,5.095600097429001
76,0.12891116064531172,0.08990767135205045,21.008904193443044,0.021282417517912475,0.3229113713901809,0.0063416769365437385,2.4703393027168454
77,0.1505635616924246,0.15305493850450577,113.16674011747251,0.01691435666607944,0.2666300409693178,0.006066551251354545,2.0871222300735495
78,0.042747991299059304,0.0904535502746352,58.78659266835308,0.0229569124206916,0.33758550365784107,0.0062250610036091135,-7.267412187204661
79,0.08300152467477855,0.05798532043465571,153.85891838935254,0.027325973486375353,0.2818610923785579,0.006108230393956738,-1.838677488346141
80,0.09434351874281796,0.10355624914436794,82.71851516968442,0.019991823555013666,0.20032156909778692,0.006022053021158083,-5.458945225370677
81,0.11692507103476657,0.11464632499566071,9.04486692914088,0.026806403517462395,0.23822123618961083,0.0060321651980501925,-3.4027678912071995
82,0.07651078609674754,0.09084869650616406,132.31828534694327,0.026059011465650265,0.24250489346955345,0.006116258011809102,1.307044189060199
83,0.07842507156824664,0.12113312693783183,118.34509961799823,0.027238992708558517,0.30936123239027186,0.00643527677417184,-0.868573110364796
84,0.11009955141430197,0.1047187838550842,81.98758304764067,0.02671007668756066,0.2986874713095594,0.006369598295608392,3.790236837057228
85,0.1264442424336619,0.10768195909269444,15.94459624106858,0.02508041778050636,0.33823275099800815,0.00604008237588266,1.7909675572858754
86,0.1511427911252835,0.08516260353511297,135.6656218324628,0.017580198014638577,0.23244206772853843,0.006212222816888176,0.20012406350191458
87,0.13117268436111335,0.0577525846751446,25.60709417765358,0.029792809377982232,0.2916883788510961,0.006242633127631755,0.7285933713504615
88,0.043652023494776954,0.052260822929460216,116.74369814081116,0.029059067519253204,0.27089023101965554,0.006294718118660406,4.749736207006844
89,0.06681401557000244,0.06148561387265605,120.21400637768872,0.02231941657101487,0.27403433434424573,0.006185407223719694,5.270480919699441
90,0.12512267745995315,0.06835013019426997,108.55570719163808,0.015342822598291849,0.2682565889629421,0.006282143319393526,-0.7490442588178521
91,0.07880754072461346,0.040587654660834166,100.86617168372982,0.017396159081754674,0.28906654634433926,0.006316765795578879,-3.518620696006769
